subscription_id,date,account_id,account_name,plan,seats,mrr,cost,region
SUB-40307,2024-05-12,ACC-2119,Cohen Systems,Starter,10,290,101.5,North America
SUB-40308,2024-05-26,ACC-2002,Haddad Group,Pro,11,1089,381.15,LATAM
SUB-40309,2024-05-24,ACC-2111,Nguyen Group,Pro,10,990,346.5,APAC
SUB-40310,2024-05-23,ACC-2065,Patel Group,Starter,6,174,60.9,Europe
SUB-40311,2024-05-05,ACC-2014,Nguyen Co,Business,17,4233,1481.55,APAC
SUB-40312,2024-05-19,ACC-2034,Okafor Digital,Starter,7,203,71.05,LATAM
SUB-40313,2024-05-18,ACC-2004,Silva Digital,Business,7,1743,610.05,LATAM
SUB-40314,2024-05-01,ACC-2082,Okafor Digital,Pro,14,1386,485.1,LATAM
SUB-40315,2024-05-05,ACC-2034,Okafor Digital,Business,13,3237,1132.95,Europe
SUB-40316,2024-05-20,ACC-2084,Silva Digital,Pro,14,1386,485.1,North America
SUB-40317,2024-05-02,ACC-2074,Silva Digital,Starter,11,319,111.65,APAC
SUB-40318,2024-05-04,ACC-2047,Rossi Labs,Pro,10,990,346.5,APAC
SUB-40319,2024-05-01,ACC-2074,Silva Digital,Starter,19,551,192.85,Europe
SUB-40320,2024-05-08,ACC-2023,Garcia Systems,Starter,13,377,131.95,Europe
SUB-40321,2024-05-18,ACC-2015,Haddad Inc,Business,6,1494,522.9,LATAM
SUB-40322,2024-05-23,ACC-2084,Silva Digital,Enterprise,12,9588,3355.8,Europe
SUB-40323,2024-05-19,ACC-2092,Tanaka Group,Business,1,249,87.15,North America
SUB-40324,2024-05-15,ACC-2071,Brooks Digital,Starter,8,232,81.2,Europe
SUB-40325,2024-05-06,ACC-2024,Silva Co,Pro,9,891,311.85,Europe
SUB-40326,2024-05-23,ACC-2053,Tanaka Systems,Pro,15,1485,519.75,North America
SUB-40327,2024-05-03,ACC-2080,Rossi Labs,Starter,12,348,121.8,APAC
SUB-40328,2024-05-12,ACC-2083,Silva Co,Business,1,249,87.15,APAC
SUB-40329,2024-05-08,ACC-2041,Kim Inc,Starter,9,261,91.35,APAC
SUB-40330,2024-05-24,ACC-2051,Rossi Labs,Business,19,4731,1655.85,APAC
SUB-40331,2024-05-21,ACC-2107,Okafor Group,Business,9,2241,784.35,LATAM
SUB-40332,2024-05-05,ACC-2106,Tanaka Systems,Business,11,2739,958.65,Europe
SUB-40333,2024-05-15,ACC-2093,Garcia Systems,Enterprise,14,11186,3915.1,North America
SUB-40334,2024-05-14,ACC-2043,Kim Labs,Business,17,4233,1481.55,APAC
SUB-40335,2024-05-15,ACC-2016,Kim Group,Starter,2,58,20.3,North America
SUB-40336,2024-05-13,ACC-2076,Cohen Group,Business,10,2490,871.5,Europe
SUB-40337,2024-05-12,ACC-2071,Brooks Digital,Business,13,3237,1132.95,North America
SUB-40338,2024-05-18,ACC-2004,Silva Digital,Starter,13,377,131.95,LATAM
SUB-40339,2024-05-08,ACC-2100,Silva Group,Enterprise,11,8789,3076.15,LATAM
SUB-40340,2024-05-01,ACC-2090,Okafor Co,Starter,17,493,172.55,North America
SUB-40341,2024-05-03,ACC-2029,Nguyen Inc,Starter,8,232,81.2,APAC
SUB-40342,2024-05-25,ACC-2020,Cohen Inc,Pro,18,1782,623.7,Europe
SUB-40343,2024-05-11,ACC-2092,Tanaka Group,Pro,4,396,138.6,LATAM
SUB-40344,2024-05-14,ACC-2034,Okafor Digital,Pro,14,1386,485.1,APAC
SUB-40345,2024-05-13,ACC-2113,Patel Labs,Enterprise,8,6392,2237.2,APAC
SUB-40346,2024-05-23,ACC-2034,Okafor Digital,Enterprise,9,7191,2516.85,LATAM
SUB-40347,2024-05-23,ACC-2103,Silva Labs,Pro,10,990,346.5,LATAM
SUB-40348,2024-05-22,ACC-2021,Patel Group,Enterprise,19,15181,5313.35,North America
SUB-40349,2024-05-02,ACC-2088,Tanaka Labs,Business,10,2490,871.5,Europe
SUB-40350,2024-05-22,ACC-2090,Okafor Co,Enterprise,15,11985,4194.75,APAC
SUB-40351,2024-05-07,ACC-2119,Cohen Systems,Business,5,1245,435.75,LATAM
SUB-40352,2024-05-27,ACC-2027,Okafor Digital,Pro,11,1089,381.15,Europe
SUB-40353,2024-05-06,ACC-2008,Kim Systems,Pro,3,297,103.95,LATAM
SUB-40354,2024-05-01,ACC-2073,Haddad Inc,Enterprise,18,14382,5033.7,Europe
SUB-40355,2024-05-24,ACC-2007,Silva Labs,Enterprise,13,10387,3635.45,North America
SUB-40356,2024-05-02,ACC-2113,Patel Labs,Pro,20,1980,693,APAC
SUB-40357,2024-05-21,ACC-2022,Rossi Labs,Business,1,249,87.15,Europe
SUB-40358,2024-05-26,ACC-2053,Tanaka Systems,Starter,11,319,111.65,North America
SUB-40359,2024-05-03,ACC-2012,Okafor Group,Business,18,4482,1568.7,Europe
SUB-40360,2024-05-10,ACC-2020,Cohen Inc,Business,14,3486,1220.1,North America
SUB-40361,2024-05-04,ACC-2048,Silva Inc,Enterprise,17,13583,4754.05,LATAM
SUB-40362,2024-05-14,ACC-2075,Brooks Group,Pro,16,1584,554.4,LATAM
SUB-40363,2024-05-24,ACC-2113,Patel Labs,Pro,15,1485,519.75,Europe
SUB-40364,2024-05-03,ACC-2105,Nguyen Co,Enterprise,11,8789,3076.15,APAC
SUB-40365,2024-05-22,ACC-2037,Okafor Group,Business,18,4482,1568.7,Europe
SUB-40366,2024-05-11,ACC-2048,Silva Inc,Business,11,2739,958.65,North America
SUB-40367,2024-05-21,ACC-2101,Garcia Digital,Business,18,4482,1568.7,Europe
SUB-40368,2024-05-26,ACC-2069,Reyes Group,Business,6,1494,522.9,Europe
SUB-40369,2024-05-16,ACC-2033,Reyes Group,Business,18,4482,1568.7,Europe
SUB-40370,2024-05-04,ACC-2053,Tanaka Systems,Starter,18,522,182.7,APAC
SUB-40371,2024-05-19,ACC-2029,Nguyen Inc,Enterprise,12,9588,3355.8,LATAM
SUB-40372,2024-05-20,ACC-2013,Kim Co,Pro,8,792,277.2,APAC
SUB-40373,2024-05-11,ACC-2010,Cohen Group,Starter,14,406,142.1,North America
SUB-40374,2024-05-21,ACC-2005,Kim Inc,Enterprise,19,15181,5313.35,North America
SUB-40375,2024-05-01,ACC-2083,Silva Co,Enterprise,4,3196,1118.6,APAC
SUB-40376,2024-05-26,ACC-2076,Cohen Group,Starter,9,261,91.35,Europe
SUB-40377,2024-05-11,ACC-2063,Silva Systems,Business,3,747,261.45,Europe
SUB-40378,2024-05-06,ACC-2086,Brooks Inc,Pro,18,1782,623.7,North America
SUB-40379,2024-05-27,ACC-2080,Rossi Labs,Business,9,2241,784.35,APAC
SUB-40380,2024-05-12,ACC-2088,Tanaka Labs,Enterprise,12,9588,3355.8,Europe
SUB-40381,2024-05-15,ACC-2045,Cohen Systems,Pro,8,792,277.2,LATAM
SUB-40382,2024-06-16,ACC-2112,Tanaka Group,Business,15,3735,1307.25,Europe
SUB-40383,2024-06-21,ACC-2080,Rossi Labs,Pro,5,495,173.25,APAC
SUB-40384,2024-06-11,ACC-2008,Kim Systems,Business,17,4233,1481.55,Europe
SUB-40385,2024-06-12,ACC-2060,Reyes Co,Enterprise,13,10387,3635.45,Europe
SUB-40386,2024-06-25,ACC-2090,Okafor Co,Pro,4,396,138.6,LATAM
SUB-40387,2024-06-09,ACC-2091,Cohen Group,Business,6,1494,522.9,Europe
SUB-40388,2024-06-13,ACC-2059,Haddad Group,Business,9,2241,784.35,North America
SUB-40389,2024-06-10,ACC-2016,Kim Group,Starter,1,29,10.15,North America
SUB-40390,2024-06-21,ACC-2108,Kim Co,Business,7,1743,610.05,North America
SUB-40391,2024-06-12,ACC-2113,Patel Labs,Pro,17,1683,589.05,North America
SUB-40392,2024-06-03,ACC-2090,Okafor Co,Business,11,2739,958.65,Europe
SUB-40393,2024-06-11,ACC-2012,Okafor Group,Pro,12,1188,415.8,Europe
SUB-40394,2024-06-27,ACC-2036,Okafor Inc,Enterprise,15,11985,4194.75,APAC
SUB-40395,2024-06-07,ACC-2048,Silva Inc,Enterprise,5,3995,1398.25,LATAM
SUB-40396,2024-06-24,ACC-2058,Haddad Group,Enterprise,2,1598,559.3,Europe
SUB-40397,2024-06-08,ACC-2058,Haddad Group,Business,5,1245,435.75,Europe
SUB-40398,2024-06-02,ACC-2117,Patel Group,Business,20,4980,1743,Europe
SUB-40399,2024-06-17,ACC-2051,Rossi Labs,Enterprise,5,3995,1398.25,APAC
SUB-40400,2024-06-01,ACC-2118,Tanaka Co,Starter,10,290,101.5,North America
SUB-40401,2024-06-18,ACC-2041,Kim Inc,Starter,3,87,30.45,Europe
SUB-40402,2024-06-07,ACC-2041,Kim Inc,Business,10,2490,871.5,APAC
SUB-40403,2024-06-11,ACC-2008,Kim Systems,Starter,15,435,152.25,Europe
SUB-40404,2024-06-02,ACC-2079,Haddad Systems,Business,2,498,174.3,APAC
SUB-40405,2024-06-09,ACC-2022,Rossi Labs,Starter,18,522,182.7,APAC
SUB-40406,2024-06-02,ACC-2073,Haddad Inc,Starter,11,319,111.65,Europe
SUB-40407,2024-06-08,ACC-2096,Haddad Inc,Enterprise,15,11985,4194.75,North America
SUB-40408,2024-06-15,ACC-2063,Silva Systems,Starter,6,174,60.9,APAC
SUB-40409,2024-06-23,ACC-2027,Okafor Digital,Enterprise,1,799,279.65,North America
SUB-40410,2024-06-04,ACC-2022,Rossi Labs,Business,16,3984,1394.4,APAC
SUB-40411,2024-06-11,ACC-2011,Reyes Labs,Starter,1,29,10.15,APAC
SUB-40412,2024-06-17,ACC-2032,Silva Labs,Enterprise,4,3196,1118.6,APAC
SUB-40413,2024-06-19,ACC-2068,Kim Inc,Starter,19,551,192.85,APAC
SUB-40414,2024-06-08,ACC-2082,Okafor Digital,Business,10,2490,871.5,Europe
SUB-40415,2024-06-26,ACC-2059,Haddad Group,Enterprise,2,1598,559.3,Europe
SUB-40416,2024-06-14,ACC-2004,Silva Digital,Enterprise,9,7191,2516.85,Europe
SUB-40417,2024-06-20,ACC-2098,Haddad Group,Starter,9,261,91.35,Europe
SUB-40418,2024-06-27,ACC-2101,Garcia Digital,Enterprise,19,15181,5313.35,LATAM
SUB-40419,2024-06-22,ACC-2014,Nguyen Co,Enterprise,8,6392,2237.2,North America
SUB-40420,2024-06-02,ACC-2117,Patel Group,Pro,8,792,277.2,North America
SUB-40421,2024-06-14,ACC-2060,Reyes Co,Business,7,1743,610.05,Europe
SUB-40422,2024-06-03,ACC-2096,Haddad Inc,Starter,18,522,182.7,APAC
SUB-40423,2024-06-25,ACC-2062,Brooks Co,Starter,3,87,30.45,Europe
SUB-40424,2024-06-06,ACC-2023,Garcia Systems,Business,6,1494,522.9,LATAM
SUB-40425,2024-06-14,ACC-2099,Reyes Co,Starter,10,290,101.5,LATAM
SUB-40426,2024-06-25,ACC-2033,Reyes Group,Starter,10,290,101.5,APAC
SUB-40427,2024-06-07,ACC-2118,Tanaka Co,Business,13,3237,1132.95,North America
SUB-40428,2024-06-25,ACC-2059,Haddad Group,Starter,8,232,81.2,LATAM
SUB-40429,2024-06-18,ACC-2019,Haddad Co,Pro,10,990,346.5,Europe
SUB-40430,2024-06-14,ACC-2109,Okafor Co,Pro,11,1089,381.15,North America
SUB-40431,2024-06-14,ACC-2010,Cohen Group,Business,13,3237,1132.95,Europe
SUB-40432,2024-06-07,ACC-2060,Reyes Co,Starter,12,348,121.8,Europe
SUB-40433,2024-06-25,ACC-2042,Silva Inc,Pro,17,1683,589.05,Europe
SUB-40434,2024-06-17,ACC-2051,Rossi Labs,Enterprise,6,4794,1677.9,Europe
SUB-40435,2024-06-12,ACC-2117,Patel Group,Pro,7,693,242.55,APAC
SUB-40436,2024-06-19,ACC-2037,Okafor Group,Business,20,4980,1743,APAC
SUB-40437,2024-06-01,ACC-2015,Haddad Inc,Pro,15,1485,519.75,North America
SUB-40438,2024-06-26,ACC-2050,Tanaka Digital,Enterprise,11,8789,3076.15,APAC
SUB-40439,2024-06-23,ACC-2119,Cohen Systems,Pro,1,99,34.65,North America
SUB-40440,2024-06-23,ACC-2074,Silva Digital,Business,20,4980,1743,APAC
SUB-40441,2024-06-25,ACC-2075,Brooks Group,Starter,3,87,30.45,North America
SUB-40442,2024-06-08,ACC-2021,Patel Group,Starter,13,377,131.95,APAC
SUB-40443,2024-06-18,ACC-2024,Silva Co,Business,5,1245,435.75,North America
SUB-40444,2024-06-19,ACC-2057,Patel Digital,Pro,15,1485,519.75,Europe
SUB-40445,2024-06-18,ACC-2073,Haddad Inc,Enterprise,7,5593,1957.55,North America
SUB-40446,2024-06-08,ACC-2006,Silva Inc,Pro,15,1485,519.75,North America
SUB-40447,2024-06-19,ACC-2095,Kim Systems,Enterprise,8,6392,2237.2,North America
SUB-40448,2024-06-13,ACC-2077,Reyes Co,Enterprise,2,1598,559.3,APAC
SUB-40449,2024-06-04,ACC-2108,Kim Co,Starter,12,348,121.8,Europe
SUB-40450,2024-06-12,ACC-2054,Kim Co,Business,9,2241,784.35,North America
SUB-40451,2024-06-27,ACC-2014,Nguyen Co,Starter,18,522,182.7,APAC
SUB-40452,2024-06-08,ACC-2002,Haddad Group,Enterprise,6,4794,1677.9,APAC
SUB-40453,2024-06-22,ACC-2012,Okafor Group,Business,17,4233,1481.55,APAC
SUB-40454,2024-06-24,ACC-2102,Haddad Inc,Enterprise,12,9588,3355.8,North America
SUB-40455,2024-06-08,ACC-2117,Patel Group,Pro,17,1683,589.05,North America
SUB-40456,2024-06-03,ACC-2065,Patel Group,Starter,13,377,131.95,North America
SUB-40457,2024-06-17,ACC-2073,Haddad Inc,Business,8,1992,697.2,Europe
SUB-40458,2024-06-17,ACC-2114,Haddad Labs,Enterprise,3,2397,838.95,LATAM
SUB-40459,2024-06-05,ACC-2038,Kim Labs,Enterprise,8,6392,2237.2,Europe
SUB-40460,2024-06-06,ACC-2027,Okafor Digital,Pro,16,1584,554.4,Europe
SUB-40461,2024-06-19,ACC-2007,Silva Labs,Enterprise,10,7990,2796.5,Europe
SUB-40462,2024-06-16,ACC-2045,Cohen Systems,Enterprise,11,8789,3076.15,APAC
SUB-40463,2024-06-16,ACC-2032,Silva Labs,Pro,10,990,346.5,LATAM
SUB-40464,2024-06-24,ACC-2096,Haddad Inc,Pro,15,1485,519.75,LATAM
SUB-40465,2024-07-05,ACC-2117,Patel Group,Starter,10,290,101.5,Europe
SUB-40466,2024-07-15,ACC-2070,Kim Co,Starter,12,348,121.8,APAC
SUB-40467,2024-07-07,ACC-2103,Silva Labs,Pro,11,1089,381.15,LATAM
SUB-40468,2024-07-02,ACC-2107,Okafor Group,Starter,4,116,40.6,North America
SUB-40469,2024-07-22,ACC-2062,Brooks Co,Enterprise,7,5593,1957.55,North America
SUB-40470,2024-07-26,ACC-2060,Reyes Co,Enterprise,13,10387,3635.45,LATAM
SUB-40471,2024-07-08,ACC-2084,Silva Digital,Starter,17,493,172.55,LATAM
SUB-40472,2024-07-13,ACC-2066,Kim Co,Pro,14,1386,485.1,North America
SUB-40473,2024-07-09,ACC-2042,Silva Inc,Enterprise,20,15980,5593,LATAM
SUB-40474,2024-07-19,ACC-2057,Patel Digital,Pro,3,297,103.95,LATAM
SUB-40475,2024-07-21,ACC-2098,Haddad Group,Pro,13,1287,450.45,Europe
SUB-40476,2024-07-22,ACC-2101,Garcia Digital,Starter,8,232,81.2,APAC
SUB-40477,2024-07-11,ACC-2025,Silva Group,Starter,1,29,10.15,APAC
SUB-40478,2024-07-07,ACC-2026,Kim Digital,Enterprise,14,11186,3915.1,LATAM
SUB-40479,2024-07-12,ACC-2085,Haddad Group,Business,18,4482,1568.7,LATAM
SUB-40480,2024-07-25,ACC-2075,Brooks Group,Business,14,3486,1220.1,North America
SUB-40481,2024-07-11,ACC-2042,Silva Inc,Starter,19,551,192.85,LATAM
SUB-40482,2024-07-11,ACC-2047,Rossi Labs,Starter,11,319,111.65,North America
SUB-40483,2024-07-07,ACC-2058,Haddad Group,Enterprise,4,3196,1118.6,APAC
SUB-40484,2024-07-03,ACC-2059,Haddad Group,Enterprise,6,4794,1677.9,Europe
SUB-40485,2024-07-11,ACC-2073,Haddad Inc,Business,12,2988,1045.8,LATAM
SUB-40486,2024-07-15,ACC-2023,Garcia Systems,Enterprise,17,13583,4754.05,APAC
SUB-40487,2024-07-27,ACC-2034,Okafor Digital,Enterprise,4,3196,1118.6,LATAM
SUB-40488,2024-07-06,ACC-2079,Haddad Systems,Enterprise,3,2397,838.95,APAC
SUB-40489,2024-07-16,ACC-2025,Silva Group,Business,13,3237,1132.95,APAC
SUB-40490,2024-07-13,ACC-2112,Tanaka Group,Starter,14,406,142.1,North America
SUB-40491,2024-07-14,ACC-2112,Tanaka Group,Pro,8,792,277.2,LATAM
SUB-40492,2024-07-24,ACC-2103,Silva Labs,Pro,14,1386,485.1,North America
SUB-40493,2024-07-22,ACC-2045,Cohen Systems,Enterprise,7,5593,1957.55,North America
SUB-40494,2024-07-23,ACC-2075,Brooks Group,Starter,19,551,192.85,North America
SUB-40495,2024-07-05,ACC-2117,Patel Group,Starter,11,319,111.65,APAC
SUB-40496,2024-07-04,ACC-2035,Kim Systems,Enterprise,20,15980,5593,LATAM
SUB-40497,2024-07-12,ACC-2084,Silva Digital,Enterprise,4,3196,1118.6,North America
SUB-40498,2024-07-25,ACC-2084,Silva Digital,Business,12,2988,1045.8,North America
SUB-40499,2024-07-17,ACC-2041,Kim Inc,Starter,11,319,111.65,North America
SUB-40500,2024-07-08,ACC-2069,Reyes Group,Enterprise,16,12784,4474.4,APAC
SUB-40501,2024-07-21,ACC-2098,Haddad Group,Pro,12,1188,415.8,LATAM
SUB-40502,2024-07-20,ACC-2010,Cohen Group,Starter,7,203,71.05,Europe
SUB-40503,2024-07-14,ACC-2067,Patel Group,Business,7,1743,610.05,LATAM
SUB-40504,2024-07-23,ACC-2030,Kim Inc,Starter,5,145,50.75,Europe
SUB-40505,2024-07-24,ACC-2078,Brooks Labs,Starter,9,261,91.35,North America
SUB-40506,2024-07-05,ACC-2041,Kim Inc,Business,14,3486,1220.1,North America
SUB-40507,2024-07-10,ACC-2026,Kim Digital,Starter,6,174,60.9,APAC
SUB-40508,2024-07-24,ACC-2089,Garcia Digital,Pro,19,1881,658.35,LATAM
SUB-40509,2024-07-04,ACC-2119,Cohen Systems,Pro,19,1881,658.35,Europe
SUB-40510,2024-07-25,ACC-2017,Haddad Co,Pro,14,1386,485.1,LATAM
SUB-40511,2024-07-01,ACC-2070,Kim Co,Enterprise,12,9588,3355.8,Europe
SUB-40512,2024-07-20,ACC-2002,Haddad Group,Enterprise,18,14382,5033.7,North America
SUB-40513,2024-07-21,ACC-2100,Silva Group,Pro,18,1782,623.7,Europe
SUB-40514,2024-07-11,ACC-2086,Brooks Inc,Business,7,1743,610.05,North America
SUB-40515,2024-07-01,ACC-2055,Garcia Co,Pro,11,1089,381.15,Europe
SUB-40516,2024-07-25,ACC-2090,Okafor Co,Enterprise,7,5593,1957.55,Europe
SUB-40517,2024-07-17,ACC-2056,Silva Group,Pro,18,1782,623.7,North America
SUB-40518,2024-07-15,ACC-2018,Reyes Group,Starter,20,580,203,Europe
SUB-40519,2024-07-06,ACC-2006,Silva Inc,Pro,8,792,277.2,APAC
SUB-40520,2024-07-16,ACC-2003,Okafor Systems,Starter,6,174,60.9,LATAM
SUB-40521,2024-07-27,ACC-2117,Patel Group,Enterprise,15,11985,4194.75,LATAM
SUB-40522,2024-07-06,ACC-2019,Haddad Co,Business,11,2739,958.65,North America
SUB-40523,2024-07-06,ACC-2062,Brooks Co,Business,6,1494,522.9,Europe
SUB-40524,2024-07-12,ACC-2012,Okafor Group,Business,20,4980,1743,Europe
SUB-40525,2024-07-10,ACC-2102,Haddad Inc,Starter,11,319,111.65,North America
SUB-40526,2024-07-13,ACC-2080,Rossi Labs,Starter,2,58,20.3,North America
SUB-40527,2024-07-24,ACC-2065,Patel Group,Starter,14,406,142.1,APAC
SUB-40528,2024-07-05,ACC-2032,Silva Labs,Business,12,2988,1045.8,North America
SUB-40529,2024-07-11,ACC-2022,Rossi Labs,Enterprise,20,15980,5593,LATAM
SUB-40530,2024-07-20,ACC-2079,Haddad Systems,Business,5,1245,435.75,Europe
SUB-40531,2024-07-21,ACC-2083,Silva Co,Enterprise,6,4794,1677.9,APAC
SUB-40532,2024-07-08,ACC-2021,Patel Group,Business,13,3237,1132.95,North America
SUB-40533,2024-07-14,ACC-2095,Kim Systems,Business,19,4731,1655.85,North America
SUB-40534,2024-07-02,ACC-2001,Cohen Digital,Enterprise,9,7191,2516.85,North America
SUB-40535,2024-07-19,ACC-2074,Silva Digital,Enterprise,13,10387,3635.45,Europe
SUB-40536,2024-07-04,ACC-2030,Kim Inc,Pro,14,1386,485.1,LATAM
SUB-40537,2024-07-09,ACC-2057,Patel Digital,Pro,14,1386,485.1,North America
SUB-40538,2024-07-01,ACC-2015,Haddad Inc,Business,20,4980,1743,LATAM
SUB-40539,2024-07-22,ACC-2110,Okafor Labs,Business,9,2241,784.35,APAC
SUB-40540,2024-07-07,ACC-2105,Nguyen Co,Business,16,3984,1394.4,North America
SUB-40541,2024-07-18,ACC-2027,Okafor Digital,Pro,12,1188,415.8,Europe
SUB-40542,2024-07-19,ACC-2111,Nguyen Group,Pro,6,594,207.9,APAC
SUB-40543,2024-07-16,ACC-2074,Silva Digital,Starter,6,174,60.9,LATAM
SUB-40544,2024-07-17,ACC-2060,Reyes Co,Enterprise,6,4794,1677.9,APAC
SUB-40545,2024-07-13,ACC-2035,Kim Systems,Pro,4,396,138.6,Europe
SUB-40546,2024-07-21,ACC-2037,Okafor Group,Starter,11,319,111.65,Europe
SUB-40547,2024-07-23,ACC-2063,Silva Systems,Enterprise,19,15181,5313.35,Europe
SUB-40548,2024-07-24,ACC-2033,Reyes Group,Pro,7,693,242.55,APAC
SUB-40549,2024-07-04,ACC-2042,Silva Inc,Enterprise,19,15181,5313.35,Europe
SUB-40550,2024-07-22,ACC-2119,Cohen Systems,Starter,12,348,121.8,APAC
SUB-40551,2024-07-04,ACC-2080,Rossi Labs,Enterprise,17,13583,4754.05,Europe
SUB-40552,2024-07-18,ACC-2040,Cohen Co,Business,13,3237,1132.95,Europe
SUB-40553,2024-07-11,ACC-2050,Tanaka Digital,Business,9,2241,784.35,APAC
SUB-40554,2024-07-16,ACC-2032,Silva Labs,Starter,7,203,71.05,North America
SUB-40555,2024-07-15,ACC-2050,Tanaka Digital,Enterprise,13,10387,3635.45,North America
SUB-40556,2024-07-17,ACC-2063,Silva Systems,Business,12,2988,1045.8,Europe
SUB-40557,2024-07-11,ACC-2074,Silva Digital,Business,3,747,261.45,Europe
SUB-40558,2024-07-24,ACC-2113,Patel Labs,Starter,11,319,111.65,LATAM
SUB-40559,2024-07-01,ACC-2007,Silva Labs,Enterprise,3,2397,838.95,APAC
SUB-40560,2024-07-14,ACC-2096,Haddad Inc,Enterprise,1,799,279.65,LATAM
SUB-40561,2024-07-17,ACC-2053,Tanaka Systems,Starter,8,232,81.2,APAC
SUB-40562,2024-07-26,ACC-2022,Rossi Labs,Enterprise,19,15181,5313.35,North America
SUB-40563,2024-07-02,ACC-2013,Kim Co,Pro,9,891,311.85,LATAM
SUB-40564,2024-07-06,ACC-2056,Silva Group,Starter,12,348,121.8,LATAM
SUB-40565,2024-07-24,ACC-2028,Rossi Labs,Business,11,2739,958.65,LATAM
SUB-40566,2024-07-01,ACC-2043,Kim Labs,Business,1,249,87.15,LATAM
SUB-40567,2024-07-09,ACC-2053,Tanaka Systems,Starter,20,580,203,Europe
SUB-40568,2024-08-25,ACC-2108,Kim Co,Enterprise,8,6392,2237.2,APAC
SUB-40569,2024-08-12,ACC-2028,Rossi Labs,Business,16,3984,1394.4,LATAM
SUB-40570,2024-08-24,ACC-2105,Nguyen Co,Starter,12,348,121.8,APAC
SUB-40571,2024-08-07,ACC-2019,Haddad Co,Business,17,4233,1481.55,Europe
SUB-40572,2024-08-21,ACC-2117,Patel Group,Pro,4,396,138.6,Europe
SUB-40573,2024-08-26,ACC-2042,Silva Inc,Pro,4,396,138.6,LATAM
SUB-40574,2024-08-01,ACC-2073,Haddad Inc,Pro,7,693,242.55,LATAM
SUB-40575,2024-08-07,ACC-2068,Kim Inc,Enterprise,3,2397,838.95,LATAM
SUB-40576,2024-08-20,ACC-2060,Reyes Co,Pro,4,396,138.6,Europe
SUB-40577,2024-08-02,ACC-2058,Haddad Group,Pro,12,1188,415.8,APAC
SUB-40578,2024-08-01,ACC-2076,Cohen Group,Pro,18,1782,623.7,Europe
SUB-40579,2024-08-27,ACC-2119,Cohen Systems,Business,17,4233,1481.55,North America
SUB-40580,2024-08-24,ACC-2017,Haddad Co,Business,15,3735,1307.25,LATAM
SUB-40581,2024-08-15,ACC-2053,Tanaka Systems,Business,11,2739,958.65,North America
SUB-40582,2024-08-20,ACC-2064,Okafor Inc,Business,6,1494,522.9,North America
SUB-40583,2024-08-14,ACC-2041,Kim Inc,Business,18,4482,1568.7,North America
SUB-40584,2024-08-14,ACC-2006,Silva Inc,Business,11,2739,958.65,North America
SUB-40585,2024-08-27,ACC-2057,Patel Digital,Pro,16,1584,554.4,LATAM
SUB-40586,2024-08-27,ACC-2029,Nguyen Inc,Starter,12,348,121.8,North America
SUB-40587,2024-08-20,ACC-2099,Reyes Co,Enterprise,10,7990,2796.5,LATAM
SUB-40588,2024-08-13,ACC-2103,Silva Labs,Starter,3,87,30.45,North America
SUB-40589,2024-08-06,ACC-2037,Okafor Group,Pro,13,1287,450.45,APAC
SUB-40590,2024-08-03,ACC-2007,Silva Labs,Business,11,2739,958.65,North America
SUB-40591,2024-08-02,ACC-2096,Haddad Inc,Business,4,996,348.6,Europe
SUB-40592,2024-08-11,ACC-2004,Silva Digital,Pro,7,693,242.55,LATAM
SUB-40593,2024-08-02,ACC-2079,Haddad Systems,Business,9,2241,784.35,North America
SUB-40594,2024-08-25,ACC-2043,Kim Labs,Pro,19,1881,658.35,APAC
SUB-40595,2024-08-04,ACC-2113,Patel Labs,Business,20,4980,1743,APAC
SUB-40596,2024-08-08,ACC-2076,Cohen Group,Business,3,747,261.45,North America
SUB-40597,2024-08-26,ACC-2111,Nguyen Group,Business,14,3486,1220.1,APAC
SUB-40598,2024-08-17,ACC-2102,Haddad Inc,Enterprise,6,4794,1677.9,LATAM
SUB-40599,2024-08-21,ACC-2119,Cohen Systems,Pro,8,792,277.2,Europe
SUB-40600,2024-08-27,ACC-2084,Silva Digital,Business,19,4731,1655.85,APAC
SUB-40601,2024-08-02,ACC-2057,Patel Digital,Enterprise,10,7990,2796.5,North America
SUB-40602,2024-08-24,ACC-2093,Garcia Systems,Starter,11,319,111.65,Europe
SUB-40603,2024-08-16,ACC-2063,Silva Systems,Business,1,249,87.15,North America
SUB-40604,2024-08-07,ACC-2053,Tanaka Systems,Business,20,4980,1743,North America
SUB-40605,2024-08-24,ACC-2020,Cohen Inc,Starter,15,435,152.25,Europe
SUB-40606,2024-08-05,ACC-2036,Okafor Inc,Starter,1,29,10.15,Europe
SUB-40607,2024-08-14,ACC-2048,Silva Inc,Enterprise,1,799,279.65,Europe
SUB-40608,2024-08-03,ACC-2064,Okafor Inc,Enterprise,9,7191,2516.85,North America
SUB-40609,2024-08-21,ACC-2072,Nguyen Group,Pro,5,495,173.25,APAC
SUB-40610,2024-08-11,ACC-2050,Tanaka Digital,Business,10,2490,871.5,Europe
SUB-40611,2024-08-01,ACC-2119,Cohen Systems,Enterprise,6,4794,1677.9,APAC
SUB-40612,2024-08-12,ACC-2090,Okafor Co,Business,2,498,174.3,Europe
SUB-40613,2024-08-19,ACC-2042,Silva Inc,Starter,13,377,131.95,North America
SUB-40614,2024-08-14,ACC-2042,Silva Inc,Starter,13,377,131.95,LATAM
